Ticker,URL_Ticker,Cours_Actuel,Variation_Cours,Volume_Titres,Volume__,Ouverture,Plus_Haut,Plus_Bas,Cloture_Veille,Beta_1_An,RSI,Capital_Echange,Valorisation,1_Semaine_Plus_Haut,1_Semaine_Plus_Bas,1_Semaine_Variation,1_Mois_Plus_Haut,1_Mois_Plus_Bas,1_Mois_Variation,1er_Janvier_Plus_Haut,1er_Janvier_Plus_Bas,1er_Janvier_Variation,1_An_Plus_Haut,1_An_Plus_Bas,1_An_Variation,3_Ans_Plus_Haut,3_Ans_Plus_Bas,3_Ans_Variation,5_Ans_Plus_Haut,5_Ans_Plus_Bas,5_Ans_Variation
BRVMDI,BRVMDI,542.66,"+0,99%",0.0,0.0,54266.0,54266.0,54266.0,53736.0,1.41,59.75,-%,- M,53736.0,50399.0,0.0756,57530.0,48157.0,-0.1072,63380.0,31966.0,0.6367,63380.0,31966.0,0.6138,63380.0,29812.0,0.48210000000000003,63380.0,19290.0,1.7419
