Date,Open,High,Low,Close,Volume
2020-12-31,1500,2305,1500,2250,59190
2021-12-31,2200,7100,2200,6990,386097
2022-12-31,6900,13550,6710,10385,1907690
2023-12-31,10000,11095,6250,6750,859819
2024-12-31,6750,8085,4485,5000,807437
2025-12-31,5000,9895,4495,8570,1459189
