Ticker,URL_Ticker,Capture_UTC,Capture_Origine,Cours_Actuel,Variation_Cours,Volume_Titres,Volume_XOF,Ouverture,Plus_Haut,Plus_Bas,Cloture_Veille,Beta_1_An,RSI,Capital_Echange,Valorisation,1_Semaine_Plus_Haut,1_Semaine_Plus_Bas,1_Semaine_Variation,1_Mois_Plus_Haut,1_Mois_Plus_Bas,1_Mois_Variation,1er_Janvier_Plus_Haut,1er_Janvier_Plus_Bas,1er_Janvier_Variation,1_An_Plus_Haut,1_An_Plus_Bas,1_An_Variation,3_Ans_Plus_Haut,3_Ans_Plus_Bas,3_Ans_Variation,5_Ans_Plus_Haut,5_Ans_Plus_Bas,5_Ans_Variation,Seance_Ouverte,Seance_Libelle
SAFC,SAFC.ci,2026-09-18T18:24:13+00:00,serveur,4980.0,"+3,00%",17533.0,87314340.0,4805.0,4980.0,4805.0,4835.0,1.46,40.83,0.0015,59111000000.0,5400.0,4805.0,-0.07780000000000001,6200.0,4805.0,-0.11230000000000001,6200.0,2250.0,1.1095,6200.0,98571.0,3.9978,6200.0,43571.0,10.4295,6200.0,34286.0,10.066699999999999,False,Séance fermée
