Ticker,URL_Ticker,Capture_UTC,Capture_Origine,Cours_Actuel,Variation_Cours,Volume_Titres,Volume__,Ouverture,Plus_Haut,Plus_Bas,Cloture_Veille,Beta_1_An,RSI,Capital_Echange,Valorisation,1_Semaine_Plus_Haut,1_Semaine_Plus_Bas,1_Semaine_Variation,1_Mois_Plus_Haut,1_Mois_Plus_Bas,1_Mois_Variation,1er_Janvier_Plus_Haut,1er_Janvier_Plus_Bas,1er_Janvier_Variation,1_An_Plus_Haut,1_An_Plus_Bas,1_An_Variation,3_Ans_Plus_Haut,3_Ans_Plus_Bas,3_Ans_Variation,5_Ans_Plus_Haut,5_Ans_Plus_Bas,5_Ans_Variation,Seance_Ouverte,Seance_Libelle
BOABF,BOABF.bf,2026-09-18T18:23:47+00:00,serveur,7800.0,"-2,50%",2979.0,23236200.0,8000.0,8000.0,7800.0,8000.0,0.34,37.98,0.0001,343 200 M,8820.0,7800.0,-0.1324,9100.0,7300.0,0.061200000000000004,9100.0,3750.0,1.08,9100.0,3450.0,0.8571,9100.0,2905.0,1.2941,9100.0,2485.0,2.0618,False,Séance fermée
