Ticker,URL_Ticker,Capture_UTC,Capture_Origine,Cours_Actuel,Variation_Cours,Volume_Titres,Volume_XOF,Ouverture,Plus_Haut,Plus_Bas,Cloture_Veille,Beta_1_An,RSI,Capital_Echange,Valorisation,1_Semaine_Plus_Haut,1_Semaine_Plus_Bas,1_Semaine_Variation,1_Mois_Plus_Haut,1_Mois_Plus_Bas,1_Mois_Variation,1er_Janvier_Plus_Haut,1er_Janvier_Plus_Bas,1er_Janvier_Variation,1_An_Plus_Haut,1_An_Plus_Bas,1_An_Variation,3_Ans_Plus_Haut,3_Ans_Plus_Bas,3_Ans_Variation,5_Ans_Plus_Haut,5_Ans_Plus_Bas,5_Ans_Variation,Seance_Ouverte,Seance_Libelle
SICC,SICC.ci,2026-09-18T18:24:21+00:00,serveur,8400.0,"-1,12%",72.0,604800.0,8410.0,8410.0,8400.0,8495.0,-0.04,56.2,0.0001,5040000000.0,8500.0,8400.0,-0.011200000000000002,9400.0,7405.0,-0.16829999999999998,10200.0,3300.0,1.5455,10200.0,3150.0,1.3077,10200.0,2620.0,0.5849,12135.0,2620.0,0.7666,False,Séance fermée
