Ticker,URL_Ticker,Capture_UTC,Capture_Origine,Cours_Actuel,Variation_Cours,Volume_Titres,Volume__,Ouverture,Plus_Haut,Plus_Bas,Cloture_Veille,Beta_1_An,RSI,Capital_Echange,Valorisation,1_Semaine_Plus_Haut,1_Semaine_Plus_Bas,1_Semaine_Variation,1_Mois_Plus_Haut,1_Mois_Plus_Bas,1_Mois_Variation,1er_Janvier_Plus_Haut,1er_Janvier_Plus_Bas,1er_Janvier_Variation,1_An_Plus_Haut,1_An_Plus_Bas,1_An_Variation,3_Ans_Plus_Haut,3_Ans_Plus_Bas,3_Ans_Variation,5_Ans_Plus_Haut,5_Ans_Plus_Bas,5_Ans_Variation,Seance_Ouverte,Seance_Libelle
BICB,BICB.bj,2026-09-18T18:23:54+00:00,serveur,10110.0,"-3,11%",11342.0,114667620.0,10400.0,10400.0,10110.0,10435.0,0.39,62.93,0.0002,583 952 M,10550.0,10110.0,-0.0325,10790.0,8200.0,0.2188,10790.0,4900.0,1.0322,10790.0,4850.0,0.998,-,-,-%,-,-,-%,False,Séance fermée
