Ticker,URL_Ticker,Capture_UTC,Capture_Origine,Cours_Actuel,Variation_Cours,Volume_Titres,Volume_XOF,Ouverture,Plus_Haut,Plus_Bas,Cloture_Veille,Beta_1_An,RSI,Capital_Echange,Valorisation,1_Semaine_Plus_Haut,1_Semaine_Plus_Bas,1_Semaine_Variation,1_Mois_Plus_Haut,1_Mois_Plus_Bas,1_Mois_Variation,1er_Janvier_Plus_Haut,1er_Janvier_Plus_Bas,1er_Janvier_Variation,1_An_Plus_Haut,1_An_Plus_Bas,1_An_Variation,3_Ans_Plus_Haut,3_Ans_Plus_Bas,3_Ans_Variation,5_Ans_Plus_Haut,5_Ans_Plus_Bas,5_Ans_Variation,Seance_Ouverte,Seance_Libelle
SHEC,SHEC.ci,2026-09-18T18:25:54+00:00,serveur,2760.0,"-7,38%",10208.0,28174080.0,2980.0,2980.0,2760.0,2980.0,0.65,64.5,0.0002,173880000000.0,2985.0,2550.0,0.0824,2985.0,2350.0,0.15,2985.0,1410.0,0.91,2985.0,1070.0,1.3488999999999998,2985.0,69500.0,2.5613,2985.0,64000.0,2.2662999999999998,False,Séance fermée
