Ticker,URL_Ticker,Capture_UTC,Capture_Origine,Cours_Actuel,Variation_Cours,Volume_Titres,Volume_XOF,Ouverture,Plus_Haut,Plus_Bas,Cloture_Veille,Beta_1_An,RSI,Capital_Echange,Valorisation,1_Semaine_Plus_Haut,1_Semaine_Plus_Bas,1_Semaine_Variation,1_Mois_Plus_Haut,1_Mois_Plus_Bas,1_Mois_Variation,1er_Janvier_Plus_Haut,1er_Janvier_Plus_Bas,1er_Janvier_Variation,1_An_Plus_Haut,1_An_Plus_Bas,1_An_Variation,3_Ans_Plus_Haut,3_Ans_Plus_Bas,3_Ans_Variation,5_Ans_Plus_Haut,5_Ans_Plus_Bas,5_Ans_Variation,Seance_Ouverte,Seance_Libelle
BOAB,BOAB.bj,2026-09-11T18:27:40+00:00,serveur,10100.0,"+0,70%",2040.0,20604000.0,10100.0,10100.0,10100.0,10030.0,0.22,61.17,0.0001,409667000000.0,10300.0,10030.0,-0.0194,10400.0,8655.0,0.16699999999999998,10400.0,5800.0,0.7265,10400.0,4800.0,1.0612000000000001,10400.0,3100.0,2.2217,10400.0,2255.0,3.4008999999999996,False,Séance fermée
