Date,Open,High,Low,Close,Volume
2020-11-30,1300,1388,1250,1300,49276
2020-12-31,1300,1350,1250,1350,120490
2021-01-31,1350,1350,1260,1338,28098
2021-02-28,1325,1350,1250,1350,196242
2021-03-31,1335,1423,1325,1373,76584
2021-04-30,1373,1650,1350,1578,121158
2021-05-31,1593,1693,1550,1690,98970
2021-06-30,1690,1745,1603,1680,339270
2021-07-31,1680,1875,1650,1650,200376
2021-08-31,1695,1935,1655,1870,364396
2021-09-30,1900,2240,1828,1950,376502
2021-10-31,1950,2075,1863,1950,514486
2021-11-30,2003,2095,1893,1933,190670
2021-12-31,1945,2100,1863,1993,207578
2022-01-31,1995,2000,1900,1973,178158
2022-02-28,1970,2123,1945,2098,351134
2022-03-31,2098,2245,2025,2180,251036
2022-04-30,2183,2250,2125,2200,394780
2022-05-31,2225,2350,2203,2310,155692
2022-06-30,2310,2375,2075,2100,169512
2022-07-31,2100,2365,2100,2365,406706
2022-08-31,2360,2360,2150,2298,185536
2022-09-30,2275,2593,2200,2300,156574
2022-10-31,2300,2445,2150,2325,248382
2022-11-30,2300,2325,2175,2175,125194
2022-12-31,2175,2298,2128,2293,106262
2023-01-31,2293,2470,2240,2350,129286
2023-02-28,2353,2498,2353,2380,140440
2023-03-31,2383,2543,2378,2400,318116
2023-04-30,2400,2448,2395,2425,110656
2023-05-31,2425,2500,2400,2475,128188
2023-06-30,2475,2570,2473,2565,111920
2023-07-31,2503,2745,2500,2745,236378
2023-08-31,2745,2850,2505,2600,175106
2023-09-30,2673,2700,2485,2698,197030
2023-10-31,2700,2698,2625,2665,163142
2023-11-30,2665,2700,2553,2670,306536
2023-12-31,2668,2750,2553,2675,106234
2024-01-31,2675,2698,2550,2648,75200
2024-02-29,2648,2745,2600,2745,199620
2024-03-31,2745,2905,2683,2898,97814
2024-04-30,2875,2920,2845,2850,249888
2024-05-31,2875,3050,2703,3000,292164
2024-06-30,3000,3465,2975,3300,94012
2024-07-31,3300,3430,3150,3300,124912
2024-08-31,3300,3300,2925,3050,151598
2024-09-30,3000,3335,3000,3320,108666
2024-10-31,3278,3600,3275,3600,195384
2024-11-30,3870,7100,3500,3595,208293
2024-12-31,3600,3725,3400,3555,85948
2025-01-31,3555,3600,3240,3550,100123
2025-02-28,3550,3900,3505,3900,126580
2025-03-31,3895,4470,3800,4450,141085
2025-04-30,4450,5000,4395,4700,87878
2025-05-31,4600,4950,4350,4800,109175
2025-06-30,4810,4980,4655,4800,302528
2025-07-31,4705,5215,4720,4800,240699
2025-08-31,4805,5000,4650,4975,120048
2025-09-30,4950,6000,4950,5500,158671
2025-10-31,5550,6000,5405,5740,271646
2025-11-30,5550,5740,5525,5600,52111
