Ticker,URL_Ticker,Cours_Actuel,Variation_Cours,Volume_Titres,Volume__,Ouverture,Plus_Haut,Plus_Bas,Cloture_Veille,Beta_1_An,RSI,Capital_Echange,Valorisation,1_Semaine_Plus_Haut,1_Semaine_Plus_Bas,1_Semaine_Variation,1_Mois_Plus_Haut,1_Mois_Plus_Bas,1_Mois_Variation,1er_Janvier_Plus_Haut,1er_Janvier_Plus_Bas,1er_Janvier_Variation,1_An_Plus_Haut,1_An_Plus_Bas,1_An_Variation,3_Ans_Plus_Haut,3_Ans_Plus_Bas,3_Ans_Variation,5_Ans_Plus_Haut,5_Ans_Plus_Bas,5_Ans_Variation
BRVMIN,BRVMIN,268.85,"+0,85%",0.0,0.0,26885.0,26885.0,26885.0,26659.0,0.95,71.23,-%,- M,27086.0,26659.0,0.0298,27086.0,22371.0,0.22940000000000002,27086.0,11554.0,1.2831000000000001,27086.0,11554.0,1.2138,27086.0,9263.0,1.8995,27086.0,3437.0,6.7023
