Ticker,URL_Ticker,Capture_UTC,Capture_Origine,Cours_Actuel,Variation_Cours,Volume_Titres,Volume__,Ouverture,Plus_Haut,Plus_Bas,Cloture_Veille,Beta_1_An,RSI,Capital_Echange,Valorisation,1_Semaine_Plus_Haut,1_Semaine_Plus_Bas,1_Semaine_Variation,1_Mois_Plus_Haut,1_Mois_Plus_Bas,1_Mois_Variation,1er_Janvier_Plus_Haut,1er_Janvier_Plus_Bas,1er_Janvier_Variation,1_An_Plus_Haut,1_An_Plus_Bas,1_An_Variation,3_Ans_Plus_Haut,3_Ans_Plus_Bas,3_Ans_Variation,5_Ans_Plus_Haut,5_Ans_Plus_Bas,5_Ans_Variation,Seance_Ouverte,Seance_Libelle
BRVM-IN,BRVM-IN,2026-09-11T18:27:06+00:00,serveur,232.1,"-0,70%",0.0,0.0,23210.0,23210.0,23210.0,23373.0,0.0,58.44,-%,- M,23528.0,23179.0,-0.0327,23994.0,21168.0,0.0704,23994.0,13052.0,0.7539,23994.0,11839.0,0.6461,-,-,-%,-,-,-%,False,Séance fermée
