Ticker,URL_Ticker,Cours_Actuel,Variation_Cours,Volume_Titres,Volume__,Ouverture,Plus_Haut,Plus_Bas,Cloture_Veille,Beta_1_An,RSI,Capital_Echange,Valorisation,1_Semaine_Plus_Haut,1_Semaine_Plus_Bas,1_Semaine_Variation,1_Mois_Plus_Haut,1_Mois_Plus_Bas,1_Mois_Variation,1er_Janvier_Plus_Haut,1er_Janvier_Plus_Bas,1er_Janvier_Variation,1_An_Plus_Haut,1_An_Plus_Bas,1_An_Variation,3_Ans_Plus_Haut,3_Ans_Plus_Bas,3_Ans_Variation,5_Ans_Plus_Haut,5_Ans_Plus_Bas,5_Ans_Variation
BRVMAG,BRVMAG,337.89,"-0,31%",0.0,0.0,33789.0,33789.0,33789.0,33894.0,0.89,47.98,-%,- M,33894.0,33726.0,-0.0038,34459.0,33025.0,-0.0015,38643.0,18274.0,0.7437,38643.0,18274.0,0.7349,38643.0,14308.0,0.1459,38643.0,8204.0,3.0833
