Date,Open,High,Low,Close,Volume
2020-11-09,450,455,450,455,50
2020-11-10,450,450,450,450,80
2020-11-11,450,455,450,450,252
2020-11-12,455,455,450,450,3357
2020-11-13,440,450,440,450,136
2020-11-16,450,450,450,450,146
2020-11-17,445,450,440,450,1238
2020-11-19,440,450,440,450,2892
2020-11-20,475,475,475,475,5
2020-11-23,460,475,460,475,533
2020-11-24,475,480,450,450,349
2020-11-25,450,475,450,450,425
2020-11-26,450,450,440,450,8367
2020-11-27,450,480,440,480,9411
2020-11-30,500,500,500,500,310
2020-12-01,500,510,500,500,28796
2020-12-02,530,535,530,535,2379
2020-12-03,540,540,535,535,2796
2020-12-04,535,545,535,535,455
2020-12-07,575,575,575,575,200
2020-12-08,570,570,535,535,21
2020-12-09,535,535,500,500,245
2020-12-10,500,535,475,535,221
2020-12-11,570,570,560,560,141
2020-12-14,550,550,550,550,20
2020-12-15,545,545,545,545,5
2020-12-16,540,540,505,505,130
2020-12-17,540,540,540,540,2152
2020-12-18,540,540,540,540,234
2020-12-21,500,500,500,500,600
2020-12-22,500,500,470,500,2776
2020-12-23,500,500,465,500,2406
2020-12-28,500,500,500,500,20
2020-12-29,500,500,485,485,898
2020-12-30,500,500,480,480,2630
2020-12-31,480,500,475,500,936
2021-01-04,500,500,470,470,310
2021-01-05,500,500,470,500,722
2021-01-06,475,505,475,505,1894
2021-01-07,510,510,510,510,10
2021-01-08,510,510,505,505,276
2021-01-11,500,510,500,510,293
2021-01-12,510,545,510,545,836
2021-01-13,545,545,545,545,107
2021-01-14,540,540,540,540,65
2021-01-15,540,550,540,540,529
2021-01-18,540,540,540,540,748
2021-01-19,550,550,500,500,374
2021-01-20,500,535,500,500,348
2021-01-21,500,535,500,505,849
2021-01-22,505,540,505,540,1472
2021-01-25,545,550,545,550,132
2021-01-26,550,560,550,560,516
2021-01-27,560,560,550,550,481
2021-01-28,555,555,550,550,4
2021-01-29,575,575,550,550,2400
2021-02-01,585,585,540,550,1088
2021-02-02,580,580,550,550,359
2021-02-03,580,580,555,555,9
2021-02-04,550,555,550,555,1206
2021-02-05,550,550,550,550,4
2021-02-08,555,585,550,550,1732
2021-02-10,555,555,555,555,415
2021-02-11,560,560,555,555,443
2021-02-12,555,555,555,555,875
2021-02-15,555,555,555,555,76
2021-02-16,570,570,555,570,824
2021-02-17,570,570,570,570,1194
2021-02-18,580,580,580,580,100
2021-02-19,580,580,550,550,3246
2021-02-22,565,570,565,570,136
2021-02-23,565,565,565,565,335
2021-02-24,565,565,525,525,1022
2021-02-25,515,525,500,500,1274
2021-02-26,505,505,500,500,1130
2021-03-01,500,500,500,500,334
2021-03-02,500,535,500,520,1362
2021-03-03,505,520,505,520,409
2021-03-04,510,520,510,515,490
2021-03-05,520,550,520,550,101
2021-03-08,565,565,565,565,2
2021-03-09,565,565,565,565,30
2021-03-10,560,560,550,550,146
2021-03-11,525,525,525,525,1092
2021-03-12,550,550,550,550,472
2021-03-15,550,550,550,550,230
2021-03-16,550,550,550,550,48
2021-03-17,525,560,525,560,795
2021-03-18,555,560,525,560,194
2021-03-22,550,550,525,525,590
2021-03-23,550,550,535,535,145
2021-03-24,540,550,540,540,951
2021-03-25,550,550,540,540,601
2021-03-26,535,550,535,550,620
2021-03-29,550,550,535,535,84
2021-03-30,545,550,535,550,595
2021-03-31,550,550,535,545,833
2021-04-01,540,550,540,550,2571
2021-04-02,550,550,550,550,40
2021-04-06,550,550,530,530,213
2021-04-07,530,530,530,530,366
2021-04-08,550,550,545,545,3961
2021-04-09,535,535,535,535,13
2021-04-12,535,540,530,530,442
2021-04-13,530,530,530,530,144
2021-04-14,530,545,530,535,160
2021-04-16,530,530,530,530,657
2021-04-19,535,535,535,535,75
2021-04-20,535,550,535,550,14202
2021-04-21,565,590,565,590,318
2021-04-22,600,610,590,590,3538
2021-04-23,605,610,605,610,4016
2021-04-26,655,655,650,650,166
2021-04-27,645,695,645,680,347
2021-04-28,650,730,650,655,511
2021-04-29,680,700,650,700,1533
2021-04-30,650,750,650,675,356
2021-05-03,675,700,675,700,4504
2021-05-04,750,750,700,750,1591
2021-05-05,750,750,740,750,471
2021-05-06,750,750,710,710,3787
2021-05-07,710,750,700,750,4094
2021-05-10,745,750,710,750,587
2021-05-11,740,750,710,710,408
2021-05-14,710,710,705,705,1640
2021-05-17,700,705,700,705,539
2021-05-18,705,705,660,695,995
2021-05-19,695,695,680,690,705
2021-05-20,690,690,685,690,325
2021-05-21,690,690,685,685,440
2021-05-25,680,685,680,680,820
2021-05-26,685,685,680,680,1302
2021-05-27,680,705,680,700,6158
2021-05-28,700,705,700,700,852
2021-05-31,745,745,720,745,4045
2021-06-01,750,800,735,800,5002
2021-06-02,855,860,855,860,15127
2021-06-03,920,920,920,920,4995
2021-06-04,985,985,985,985,4964
2021-06-07,1055,1055,970,1055,14867
2021-06-08,1055,1100,1050,1055,5955
2021-06-09,1130,1130,1090,1100,10966
2021-06-10,1100,1105,1060,1085,7835
2021-06-11,1085,1085,1005,1005,1915
2021-06-14,935,990,935,940,4626
2021-06-15,935,985,935,950,2077
2021-06-16,950,950,940,950,1948
2021-06-17,990,990,935,950,1679
2021-06-18,945,945,930,935,3777
2021-06-21,945,1000,935,1000,1659
2021-06-22,960,960,960,960,2980
2021-06-23,950,1000,950,1000,3181
2021-06-24,995,995,995,995,1125
2021-06-25,980,1000,980,1000,2240
2021-06-28,995,995,975,995,3469
2021-06-29,995,1000,990,995,6187
2021-06-30,995,1000,990,990,768
2021-07-01,985,990,975,990,695
2021-07-02,990,995,950,980,3367
2021-07-05,980,980,975,975,696
2021-07-06,960,960,960,960,92
2021-07-07,960,960,940,955,11091
2021-07-08,955,960,950,950,1288
2021-07-09,940,960,940,950,3331
2021-07-12,950,970,950,970,245
2021-07-13,955,990,955,990,2910
2021-07-14,995,1000,990,990,12290
2021-07-15,990,990,950,990,1001
2021-07-16,990,990,960,960,673
2021-07-19,990,990,990,990,195
2021-07-21,990,1000,990,1000,308
2021-07-22,1000,1000,990,1000,1504
2021-07-23,1005,1055,1005,1030,1485
2021-07-26,1030,1100,1020,1100,9570
2021-07-27,1170,1180,1150,1175,967
2021-07-28,1155,1200,1150,1175,9003
2021-07-29,1175,1200,1160,1185,2393
2021-07-30,1190,1190,1180,1185,2257
2021-08-02,1180,1185,1165,1170,4411
2021-08-03,1170,1170,1150,1160,1292
2021-08-04,1120,1160,1120,1150,623
2021-08-05,1150,1150,1125,1140,465
2021-08-06,1140,1150,1130,1150,1772
2021-08-09,1140,1165,1140,1150,2561
2021-08-10,1170,1170,1150,1150,3460
2021-08-11,1170,1170,1165,1170,739
2021-08-12,1160,1170,1160,1170,4586
2021-08-13,1170,1170,1155,1170,3399
2021-08-16,1170,1170,1160,1170,1368
2021-08-17,1160,1170,1160,1170,2334
2021-08-18,1210,1210,1170,1170,324
2021-08-19,1170,1210,1170,1170,436
2021-08-20,1180,1190,1170,1190,1373
2021-08-23,1190,1200,1190,1200,12995
2021-08-24,1240,1290,1205,1290,1239
2021-08-25,1290,1385,1290,1385,1953
2021-08-26,1385,1485,1375,1485,7299
2021-08-27,1465,1550,1390,1400,4888
2021-08-30,1400,1400,1300,1400,3422
2021-08-31,1300,1350,1300,1350,11973
2021-09-01,1300,1350,1250,1340,2892
2021-09-02,1300,1305,1295,1295,1686
2021-09-03,1205,1290,1205,1285,587
2021-09-06,1215,1285,1215,1285,374
2021-09-07,1285,1380,1220,1350,2083
2021-09-08,1350,1395,1350,1395,2280
2021-09-09,1395,1395,1300,1360,876
2021-09-10,1360,1360,1300,1300,699
2021-09-13,1350,1350,1250,1250,3758
2021-09-14,1270,1295,1255,1285,411
2021-09-15,1265,1300,1260,1295,242
2021-09-16,1270,1290,1260,1270,1524
2021-09-17,1280,1290,1270,1270,631
2021-09-20,1290,1290,1265,1270,446
2021-09-21,1270,1300,1270,1280,2170
2021-09-22,1280,1285,1280,1280,252
2021-09-23,1285,1350,1285,1350,13093
2021-09-24,1300,1350,1300,1350,3083
2021-09-27,1365,1390,1325,1390,4276
2021-09-28,1325,1390,1325,1390,1976
2021-09-29,1350,1385,1350,1370,861
2021-09-30,1360,1360,1350,1350,3234
2021-10-01,1280,1280,1250,1250,1473
2021-10-04,1160,1160,1160,1160,1735
2021-10-05,1075,1150,1075,1100,12462
2021-10-06,1100,1100,1050,1100,1807
2021-10-07,1100,1100,1055,1065,974
2021-10-08,1070,1100,1005,1020,6244
2021-10-11,1095,1095,1010,1050,2156
2021-10-12,1050,1050,1010,1050,1441
2021-10-13,1050,1095,1050,1050,1880
2021-10-14,1050,1050,1025,1045,4022
2021-10-15,1045,1050,1030,1050,737
2021-10-19,1030,1100,1025,1050,2450
2021-10-20,1030,1100,1030,1100,705
2021-10-21,1125,1180,1125,1180,4466
2021-10-22,1185,1250,1180,1200,6113
2021-10-25,1200,1290,1200,1200,2890
2021-10-26,1250,1250,1155,1245,1290
2021-10-27,1210,1240,1200,1200,6020
2021-10-28,1205,1235,1205,1230,4591
2021-10-29,1245,1245,1210,1220,1273
2021-11-03,1255,1300,1240,1250,941
2021-11-04,1240,1260,1240,1250,6240
2021-11-05,1250,1250,1235,1245,2893
2021-11-08,1245,1250,1235,1245,3589
2021-11-09,1240,1250,1240,1245,775
2021-11-10,1245,1245,1240,1240,2152
2021-11-11,1240,1245,1225,1225,3464
2021-11-12,1135,1135,1135,1135,6696
2021-11-16,1100,1100,1050,1050,413
2021-11-17,975,975,975,975,5950
2021-11-18,950,1020,905,1000,22483
2021-11-19,1000,1050,1000,1020,5485
2021-11-22,1025,1025,1000,1000,10473
2021-11-23,1000,1020,1000,1005,1033
2021-11-24,1025,1080,1005,1065,674
2021-11-25,1100,1125,1100,1100,1656
2021-11-26,1115,1125,1100,1125,2141
2021-11-29,1100,1100,1065,1065,961
2021-11-30,1005,1100,1000,1100,6636
2021-12-01,1065,1100,1050,1100,975
2021-12-02,1060,1100,1050,1095,271
2021-12-03,1060,1095,1050,1050,1536
2021-12-06,1060,1060,1050,1050,541
2021-12-07,1045,1050,1025,1050,4886
2021-12-08,1025,1060,1025,1040,443
2021-12-09,1040,1040,1010,1035,2214
2021-12-10,1010,1025,1005,1005,1993
2021-12-13,1040,1040,1010,1010,1297
2021-12-14,1010,1010,950,1000,5185
2021-12-15,1000,1000,975,980,751
2021-12-16,995,995,985,985,4060
2021-12-17,980,980,945,945,2877
2021-12-20,945,995,945,950,1865
2021-12-21,950,950,935,935,5771
2021-12-22,935,935,920,935,900
2021-12-23,930,985,875,875,7260
2021-12-24,875,930,875,930,2638
2021-12-27,930,930,900,930,1987
2021-12-28,930,980,900,930,1166
2021-12-29,945,945,900,900,1374
2021-12-30,900,930,900,930,2877
2021-12-31,930,960,930,960,586
2022-01-03,960,960,960,960,252
2022-01-04,960,960,900,900,1081
2022-01-05,900,945,900,945,860
2022-01-06,945,945,940,940,1974
2022-01-07,935,940,875,935,2833
2022-01-10,935,935,930,935,538
2022-01-11,935,935,930,930,275
2022-01-12,945,945,905,945,1471
2022-01-13,930,950,905,950,6944
2022-01-14,945,950,945,945,176
2022-01-17,945,950,945,950,1561
2022-01-18,950,960,950,960,165
2022-01-19,950,960,945,945,793
2022-01-20,950,960,945,960,207
2022-01-21,950,960,950,960,477
2022-01-24,960,960,950,950,447
2022-01-25,950,950,900,900,1841
2022-01-26,910,940,905,940,3166
2022-01-27,940,940,905,905,4278
2022-01-28,920,920,910,920,470
2022-01-31,925,940,920,920,660
2022-02-01,905,935,905,935,7886
2022-02-02,935,940,920,935,1138
2022-02-03,940,940,935,935,721
2022-02-04,935,935,930,930,1082
2022-02-07,920,920,910,915,663
2022-02-08,915,920,910,915,1086
2022-02-09,915,940,915,920,3304
2022-02-10,920,940,920,940,8523
2022-02-11,940,950,925,940,21196
2022-02-14,940,940,920,940,2565
2022-02-15,940,940,915,940,5702
2022-02-16,940,1010,940,1000,11498
2022-02-17,1000,1075,1000,1075,7981
2022-02-18,1100,1110,1080,1085,5200
2022-02-21,1100,1105,1075,1095,5501
2022-02-22,1075,1075,1015,1015,5940
2022-02-23,1000,1015,940,1005,11629
2022-02-24,1010,1050,995,1000,4579
2022-02-25,1005,1060,995,1060,6684
2022-02-28,1100,1100,1005,1055,11882
2022-03-01,1060,1100,1055,1090,1821
2022-03-02,1090,1090,1060,1060,1638
2022-03-03,1100,1130,1060,1100,7624
2022-03-04,1100,1100,1050,1095,1429
2022-03-07,1095,1095,1015,1050,7577
2022-03-08,1045,1100,1045,1050,9640
2022-03-09,1100,1125,1050,1050,5548
2022-03-10,1000,1050,1000,1045,398
2022-03-11,1045,1045,1045,1045,231
2022-03-14,1000,1045,1000,1010,3299
2022-03-15,1010,1010,1000,1005,2140
2022-03-16,1010,1010,1005,1005,911
2022-03-17,1030,1030,1000,1030,6406
2022-03-18,1030,1050,1030,1050,1204
2022-03-21,1050,1095,1040,1050,208
2022-03-22,1050,1050,1015,1015,85
2022-03-23,1050,1050,1015,1050,4619
2022-03-24,1020,1020,1020,1020,348
2022-03-25,1010,1045,1010,1045,2403
2022-03-28,1050,1050,1010,1040,428
2022-03-29,1045,1045,1010,1040,3707
2022-03-30,1035,1040,1000,1030,9264
2022-03-31,1030,1030,1010,1010,1219
2022-04-01,1030,1035,1030,1030,1190
2022-04-04,1030,1040,1030,1040,300
2022-04-05,1020,1040,1010,1010,556
2022-04-06,1020,1020,1020,1020,7
2022-04-07,1010,1010,1005,1005,1000
2022-04-08,1000,1010,1000,1010,851
2022-04-11,1000,1020,1000,1000,7418
2022-04-12,1000,1020,1000,1020,74
2022-04-13,1000,1000,990,990,2406
2022-04-14,990,1000,950,1000,9486
2022-04-15,1020,1020,955,955,400
2022-04-19,955,1000,950,1000,731
2022-04-20,1000,1010,1000,1010,155
2022-04-21,1015,1020,1015,1020,286
2022-04-22,1010,1045,1010,1045,504
2022-04-25,1050,1050,1030,1030,915
2022-04-26,1025,1025,1000,1000,337
2022-04-27,1000,1000,1000,1000,1628
2022-04-29,1000,1000,960,1000,195
2022-05-03,1000,1000,950,950,805
2022-05-04,950,950,900,950,4317
2022-05-05,880,935,880,935,552
2022-05-06,950,1000,950,990,1680
2022-05-09,920,920,920,920,994
2022-05-10,860,920,855,920,5556
2022-05-11,920,985,920,920,2239
2022-05-12,920,920,855,855,645
2022-05-13,800,840,800,810,5014
2022-05-16,815,815,810,810,5877
2022-05-17,805,805,790,790,1588
2022-05-18,790,805,735,805,4107
2022-05-19,805,855,800,855,851
2022-05-20,855,915,855,915,16
2022-05-23,915,915,915,915,397
2022-05-24,915,915,915,915,178
2022-05-25,910,915,850,850,1657
2022-05-27,850,910,850,850,749
2022-05-30,850,910,850,910,252
2022-05-31,910,910,910,910,410
2022-06-01,910,910,850,860,1196
2022-06-02,910,915,910,910,650
2022-06-03,910,925,910,915,2841
2022-06-07,915,915,915,915,392
2022-06-08,980,980,980,980,187
2022-06-09,980,1000,980,1000,285
2022-06-10,990,995,925,925,636
2022-06-13,915,925,915,915,375
2022-06-14,915,915,910,910,543
2022-06-15,900,910,870,870,462
2022-06-16,870,900,850,855,772
2022-06-17,865,870,855,855,1496
2022-06-20,910,910,850,850,101
2022-06-21,855,900,855,900,265
2022-06-22,900,900,875,875,73
2022-06-23,900,900,900,900,610
2022-06-24,900,910,900,900,33
2022-06-27,900,905,900,905,205
2022-06-28,910,950,910,950,278
2022-06-29,950,950,950,950,500
2022-06-30,955,995,950,965,1285
2022-07-01,970,1000,970,1000,7633
2022-07-04,995,1000,990,1000,581
2022-07-05,1000,1020,1000,1005,611
2022-07-06,1000,1015,1000,1000,6127
2022-07-07,1000,1025,1000,1000,8415
2022-07-08,1000,1000,1000,1000,1065
2022-07-11,1000,1005,1000,1005,958
2022-07-12,1005,1005,1005,1005,967
2022-07-13,1050,1050,1050,1050,75
2022-07-14,1050,1125,1050,1125,2743
2022-07-15,1125,1125,1050,1050,1512
2022-07-18,1100,1120,1100,1120,1514
2022-07-19,1115,1120,1115,1120,185
2022-07-20,1120,1120,1100,1100,505
