Ticker,URL_Ticker,Capture_UTC,Capture_Origine,Cours_Actuel,Variation_Cours,Volume_Titres,Volume__,Ouverture,Plus_Haut,Plus_Bas,Cloture_Veille,Beta_1_An,RSI,Capital_Echange,Valorisation,1_Semaine_Plus_Haut,1_Semaine_Plus_Bas,1_Semaine_Variation,1_Mois_Plus_Haut,1_Mois_Plus_Bas,1_Mois_Variation,1er_Janvier_Plus_Haut,1er_Janvier_Plus_Bas,1er_Janvier_Variation,1_An_Plus_Haut,1_An_Plus_Bas,1_An_Variation,3_Ans_Plus_Haut,3_Ans_Plus_Bas,3_Ans_Variation,5_Ans_Plus_Haut,5_Ans_Plus_Bas,5_Ans_Variation,Seance_Ouverte,Seance_Libelle
BRVMPR,BRVMPR,2026-09-17T19:00:13+00:00,serveur,199.42,"-0,57%",0.0,0.0,19942.0,19942.0,19942.0,20056.0,0.0,64.94,-%,- M,20203.0,19942.0,-0.0072,20203.0,18807.0,0.0793,20203.0,14141.0,0.3825,20203.0,13619.0,0.4568,20203.0,9633.0,0.8898999999999999,-,-,-%,False,Séance fermée
